o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:subject,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:identifier,dcterms:source,dcterms:language,dcterms:rights,dcterms:abstract,dcterms:spatial,dcterms:rightsHolder,bibo:issue,bibo:numPages,fabio:hasURL
10306,https://iwac.frederickmadore.com/s/afrique_ouest/item/10306,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10326,https://iwac.frederickmadore.com/files/original/6f4cb60c8afdff4873c7e58da69715fe08ecd5a4.pdf,"Islam Hebdo #24",,,"Islam Hebdo","Frédérick Madore",2020-06-12,,,Français,"In Copyright",,,,24,12,https://web.archive.org/web/20230224072031/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241637171608827837.pdf
10307,https://iwac.frederickmadore.com/s/afrique_ouest/item/10307,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10327,https://iwac.frederickmadore.com/files/original/99a91fdf516cd39f9c371de48ca6e0d531853c12.pdf,"Islam Hebdo #40",,,"Islam Hebdo","Frédérick Madore",2020-09-11,,,Français,"In Copyright",,,,40,14,https://web.archive.org/web/20230224072034/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241642021608828122.pdf
10308,https://iwac.frederickmadore.com/s/afrique_ouest/item/10308,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10328,https://iwac.frederickmadore.com/files/original/49f9c7a08604409a0f799bc902b8da3834015f6c.pdf,"Islam Hebdo #42",,,"Islam Hebdo","Frédérick Madore",2020-09-17,,,Français,"In Copyright",,,,42,12,https://web.archive.org/web/20230224072036/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241644081608828248.pdf
10309,https://iwac.frederickmadore.com/s/afrique_ouest/item/10309,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10329,https://iwac.frederickmadore.com/files/original/da891f6324c3f1258e482c6f9babd2f4ccf9d139.pdf,"Islam Hebdo #50",,,"Islam Hebdo","Frédérick Madore",2020-10-16,,,Français,"In Copyright",,,,50,12,https://web.archive.org/web/20230224072040/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241649371608828577.pdf
10310,https://iwac.frederickmadore.com/s/afrique_ouest/item/10310,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10330,https://iwac.frederickmadore.com/files/original/38af6ce845918583097fee39c2c9f717756cd9da.pdf,"Islam Hebdo #52",,,"Islam Hebdo","Frédérick Madore",2020-10-23,,,Français,"In Copyright",,,,52,12,https://web.archive.org/web/20230224072044/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241651101608828670.pdf
10311,https://iwac.frederickmadore.com/s/afrique_ouest/item/10311,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10331,https://iwac.frederickmadore.com/files/original/11344a173c8426f11d4f675f006157ea854129e8.pdf,"Islam Hebdo #55",,,"Islam Hebdo","Frédérick Madore",2020-11-20,,,Français,"In Copyright",,,,55,12,https://web.archive.org/web/20230224072047/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241654191608828859.pdf
10312,https://iwac.frederickmadore.com/s/afrique_ouest/item/10312,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10332,https://iwac.frederickmadore.com/files/original/f49a1fc7e4cdf1469bbac1c82f3641699814ba56.pdf,"Islam Hebdo #56",,,"Islam Hebdo","Frédérick Madore",2020-11-27,,,Français,"In Copyright",,,,56,12,https://web.archive.org/web/20230224072215/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241657491608829069.pdf
10313,https://iwac.frederickmadore.com/s/afrique_ouest/item/10313,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10333,https://iwac.frederickmadore.com/files/original/e5cdf9b5b5ae6952a9043929df4393f867527eee.pdf,"Islam Hebdo #57",,,"Islam Hebdo","Frédérick Madore",2020-12-04,,,Français,"In Copyright",,,,57,12,https://web.archive.org/web/20230224072257/https://islamhebdonews.net/pdfdoc/journal/f_1_202012241703371608829417.pdf
10314,https://iwac.frederickmadore.com/s/afrique_ouest/item/10314,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10334,https://iwac.frederickmadore.com/files/original/b18880d83c2aec518d1b7bcd7da63909f2689d6c.pdf,"Islam Hebdo #58",,,"Islam Hebdo","Frédérick Madore",2020-12-11,,,Français,"In Copyright",,,,58,12,https://web.archive.org/web/20230224072232/https://islamhebdonews.net/pdfdoc/journal/f_2_202012290922151609233735.pdf
10315,https://iwac.frederickmadore.com/s/afrique_ouest/item/10315,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10335,https://iwac.frederickmadore.com/files/original/ff841f243f24e610fcef365339c1495c5d3d2ae5.pdf,"Islam Hebdo #60",,"Assifatou Houzeifa Amoussa (Houzéïfath Amzat)|UIB (Union Islamique du Bénin)","Islam Hebdo","Frédérick Madore",2021-01-08,,,Français,"In Copyright",,,,60,12,https://web.archive.org/web/20230224072235/https://islamhebdonews.net/pdfdoc/journal/f_2_202101140927171610616437.pdf
10316,https://iwac.frederickmadore.com/s/afrique_ouest/item/10316,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10336,https://iwac.frederickmadore.com/files/original/c3fc3489829b543a9311f513cc55d2462940b859.pdf,"Islam Hebdo #61",,,"Islam Hebdo","Frédérick Madore",2021-01-16,,,Français,"In Copyright",,,,61,12,https://web.archive.org/web/20230224072114/https://islamhebdonews.net/pdfdoc/journal/f_2_202101151730371610731837.pdf
10317,https://iwac.frederickmadore.com/s/afrique_ouest/item/10317,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10337,https://iwac.frederickmadore.com/files/original/3bec4c26697707ea6ca667a33aa7e4a3b49172ce.pdf,"Islam Hebdo #62",,,"Islam Hebdo","Frédérick Madore",2021-01-22,,,Français,"In Copyright",,,,62,12,https://web.archive.org/web/20230224072115/https://islamhebdonews.net/pdfdoc/journal/f_2_202101221006421611310002.pdf
10318,https://iwac.frederickmadore.com/s/afrique_ouest/item/10318,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10338,https://iwac.frederickmadore.com/files/original/458686d4d385f680ed9d9fe4ab40144d59a756d0.pdf,"Islam Hebdo #63",,,"Islam Hebdo","Frédérick Madore",2021-01-29,,,Français,"In Copyright",,,,63,12,https://web.archive.org/web/20230224072118/https://islamhebdonews.net/pdfdoc/journal/f_2_202102021420211612275621.pdf
10319,https://iwac.frederickmadore.com/s/afrique_ouest/item/10319,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10339,https://iwac.frederickmadore.com/files/original/436b8c5cc33fd5a633ccb30ea07c826088029f1a.pdf,"Islam Hebdo #64",,,"Islam Hebdo","Frédérick Madore",2021-02-05,,,Français,"In Copyright",,,,64,12,https://web.archive.org/web/20230224072120/https://islamhebdonews.net/pdfdoc/journal/f_2_202102051516171612538177.pdf
10320,https://iwac.frederickmadore.com/s/afrique_ouest/item/10320,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10340,https://iwac.frederickmadore.com/files/original/3a6d1b536e8d5c3b1308a3a6f8157a16f2c2a49d.pdf,"Islam Hebdo #65",,,"Islam Hebdo","Frédérick Madore",2021-02-12,,,Français,"In Copyright",,,,65,12,https://web.archive.org/web/20230224072122/https://islamhebdonews.net/pdfdoc/journal/f_2_202102121145011613130301.pdf
10321,https://iwac.frederickmadore.com/s/afrique_ouest/item/10321,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10341,https://iwac.frederickmadore.com/files/original/f528c4df8d160f74369bf069bfbce003fbb76490.pdf,"Islam Hebdo #66",,,"Islam Hebdo","Frédérick Madore",2021-02-19,,,Français,"In Copyright",,,,66,12,https://web.archive.org/web/20230224072125/https://islamhebdonews.net/pdfdoc/journal/f_2_202102190922031613726523.pdf
10322,https://iwac.frederickmadore.com/s/afrique_ouest/item/10322,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10342,https://iwac.frederickmadore.com/files/original/0f9ca6b41f00e254db8a57573dc8e6bbf275f8dc.pdf,"Islam Hebdo #67",,,"Islam Hebdo","Frédérick Madore",2021-03-05,,,Français,"In Copyright",,,,67,12,https://web.archive.org/web/20230224072341/https://islamhebdonews.net/pdfdoc/journal/f_2_202103050718261614928706.pdf
10323,https://iwac.frederickmadore.com/s/afrique_ouest/item/10323,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10343,https://iwac.frederickmadore.com/files/original/1068d1aba8d29de57a2f3d0132805222013cb966.pdf,"Islam Hebdo #68",,,"Islam Hebdo","Frédérick Madore",2021-03-12,,,Français,"In Copyright",,,,68,12,https://web.archive.org/web/20230224072345/https://islamhebdonews.net/pdfdoc/journal/f_2_202103120737541615534674.pdf
10324,https://iwac.frederickmadore.com/s/afrique_ouest/item/10324,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10344,https://iwac.frederickmadore.com/files/original/112884cce49f897dd12288d7c398c7e46dd61a97.pdf,"Islam Hebdo #53",,,"Islam Hebdo","Frédérick Madore",2020-04-16,,,Français,"In Copyright",,,,53,12,https://web.archive.org/web/20230224072347/https://islamhebdonews.net/pdfdoc/journal/f_2_202104170622551618640575.pdf
10325,https://iwac.frederickmadore.com/s/afrique_ouest/item/10325,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10345,https://iwac.frederickmadore.com/files/original/30484f5a87f7474899fb6ee7c29c4f78bf02349b.pdf,"Islam Hebdo #69",,,"Islam Hebdo","Frédérick Madore",2021-04-23,,,Français,"In Copyright",,,,69,12,https://web.archive.org/web/20230224071845/https://islamhebdonews.net/pdfdoc/journal/f_2_202104240704071619247847.pdf
10346,https://iwac.frederickmadore.com/s/afrique_ouest/item/10346,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10366,https://iwac.frederickmadore.com/files/original/ed5b55bccda94250c5c65ebad983d6a85888f28b.pdf,"Islam Hebdo #70",,,"Islam Hebdo","Frédérick Madore",2021-04-30,,,Français,"In Copyright",,,,70,12,https://web.archive.org/web/20230224071848/https://islamhebdonews.net/pdfdoc/journal/f_2_202105010713331619853213.pdf
10347,https://iwac.frederickmadore.com/s/afrique_ouest/item/10347,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10367,https://iwac.frederickmadore.com/files/original/853e14e808545176c4d3128e36fb305809061e1a.pdf,"Islam Hebdo #72",,,"Islam Hebdo","Frédérick Madore",2021-05-14,,,Français,"In Copyright",,,,72,12,https://web.archive.org/web/20230224063702/https://islamhebdonews.net/pdfdoc/journal/f_2_202105151054421621076082.pdf
10348,https://iwac.frederickmadore.com/s/afrique_ouest/item/10348,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10368,https://iwac.frederickmadore.com/files/original/7d34ad4b6271226298ddbbb7992d007a084ff754.pdf,"Islam Hebdo #73",,,"Islam Hebdo","Frédérick Madore",2021-05-21,,,Français,"In Copyright",,,,73,12,https://web.archive.org/web/20230224063704/https://islamhebdonews.net/pdfdoc/journal/f_2_202105200602031621490523.pdf
10349,https://iwac.frederickmadore.com/s/afrique_ouest/item/10349,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10369,https://iwac.frederickmadore.com/files/original/565364a246d2abc537c26635f4e05ac6ffd42895.pdf,"Islam Hebdo #74",,,"Islam Hebdo","Frédérick Madore",2021-05-28,,,Français,"In Copyright",,,,74,12,https://web.archive.org/web/20230224063707/https://islamhebdonews.net/pdfdoc/journal/f_2_202105280833121622190792.pdf
10350,https://iwac.frederickmadore.com/s/afrique_ouest/item/10350,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10370,https://iwac.frederickmadore.com/files/original/1d9aca97f12054a279ed7df6018c9d15f25a462a.pdf,"Islam Hebdo #75",,,"Islam Hebdo","Frédérick Madore",2021-06-04,,,Français,"In Copyright",,,,75,12,https://web.archive.org/web/20230224063711/https://islamhebdonews.net/pdfdoc/journal/f_2_202106040735271622792127.pdf
10351,https://iwac.frederickmadore.com/s/afrique_ouest/item/10351,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10371,https://iwac.frederickmadore.com/files/original/ad2b8d230c220feaca7ccde59831d68bb97fc9de.pdf,"Islam Hebdo #76",,,"Islam Hebdo","Frédérick Madore",2021-06-11,,,Français,"In Copyright",,,,76,12,https://web.archive.org/web/20230224063712/https://islamhebdonews.net/pdfdoc/journal/f_2_202106110913581623402838.pdf
10352,https://iwac.frederickmadore.com/s/afrique_ouest/item/10352,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10372,https://iwac.frederickmadore.com/files/original/a8f24946e9e28c9700d22c2c10c7b2b2c071845a.pdf,"Islam Hebdo #77",,,"Islam Hebdo","Frédérick Madore",2021-06-18,,,Français,"In Copyright",,,,77,12,https://web.archive.org/web/20230224063714/https://islamhebdonews.net/pdfdoc/journal/f_2_202106171445191623941119.pdf
10353,https://iwac.frederickmadore.com/s/afrique_ouest/item/10353,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10373,https://iwac.frederickmadore.com/files/original/3dca04b7bbd44397bb0dd1870df26c2c2fbb6af4.pdf,"Islam Hebdo #78",,,"Islam Hebdo","Frédérick Madore",2021-06-25,,,Français,"In Copyright",,,,78,12,https://web.archive.org/web/20230224064113/https://islamhebdonews.net/pdfdoc/journal/f_2_202106251345091624628709.pdf
10354,https://iwac.frederickmadore.com/s/afrique_ouest/item/10354,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10374,https://iwac.frederickmadore.com/files/original/78832e39ca74b946f366036c33a25401228b7bd2.pdf,"Islam Hebdo #80",,,"Islam Hebdo","Frédérick Madore",2021-07-02,,,Français,"In Copyright",,,,80,12,https://web.archive.org/web/20230224064145/https://islamhebdonews.net/pdfdoc/journal/f_2_202107020738071625211487.pdf
10355,https://iwac.frederickmadore.com/s/afrique_ouest/item/10355,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10375,https://iwac.frederickmadore.com/files/original/0f68563bc5c646d41474b95f67f4ca701b173912.pdf,"Islam Hebdo #81",,,"Islam Hebdo","Frédérick Madore",2021-07-09,,,Français,"In Copyright",,,,81,12,https://web.archive.org/web/20230224064123/https://islamhebdonews.net/pdfdoc/journal/f_2_202107090640491625812849.pdf
10356,https://iwac.frederickmadore.com/s/afrique_ouest/item/10356,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10376,https://iwac.frederickmadore.com/files/original/9f24f225619485c6d2a294a7d02ac127eeb69e95.pdf,"Islam Hebdo #82",,,"Islam Hebdo","Frédérick Madore",2021-07-16,,,Français,"In Copyright",,,,82,15,https://web.archive.org/web/20230224064202/https://islamhebdonews.net/pdfdoc/journal/f_2_202107152149291626385769.pdf
10357,https://iwac.frederickmadore.com/s/afrique_ouest/item/10357,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10377,https://iwac.frederickmadore.com/files/original/2bde993f5b9e46824e1f1def124fb245acdf3b79.pdf,"Islam Hebdo #83",,,"Islam Hebdo","Frédérick Madore",2021-07-30,,,Français,"In Copyright",,,,83,12,https://web.archive.org/web/20230224064200/https://islamhebdonews.net/pdfdoc/journal/f_2_202107300807171627632437.pdf
10358,https://iwac.frederickmadore.com/s/afrique_ouest/item/10358,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10378,https://iwac.frederickmadore.com/files/original/b0649ea174147b5777a326b03b2c50f6438912b8.pdf,"Islam Hebdo #84",,,"Islam Hebdo","Frédérick Madore",2021-08-13,,,Français,"In Copyright",,,,84,12,https://web.archive.org/web/20230224064136/https://islamhebdonews.net/pdfdoc/journal/f_2_202108131216051628856965.pdf
10359,https://iwac.frederickmadore.com/s/afrique_ouest/item/10359,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10379,https://iwac.frederickmadore.com/files/original/2c42cb4ce0fe44e07b6e902c1b01a349827e7fc9.pdf,"Islam Hebdo #85",,,"Islam Hebdo","Frédérick Madore",2021-08-20,,,Français,"In Copyright",,,,85,12,https://web.archive.org/web/20230224064140/https://islamhebdonews.net/pdfdoc/journal/f_2_202108200746321629445592.pdf
10360,https://iwac.frederickmadore.com/s/afrique_ouest/item/10360,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10380,https://iwac.frederickmadore.com/files/original/37ed098e36ecc35232c88c726d1711ebe930afce.pdf,"Islam Hebdo #86",,,"Islam Hebdo","Frédérick Madore",2021-10-01,,,Français,"In Copyright",,,,86,12,https://web.archive.org/web/20230224064143/https://islamhebdonews.net/pdfdoc/journal/f_2_202110010706121633071972.pdf
10361,https://iwac.frederickmadore.com/s/afrique_ouest/item/10361,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10381,https://iwac.frederickmadore.com/files/original/5bb30052bd77052c87b96fe5985cb0b2f13c3e02.pdf,"Islam Hebdo #87",,,"Islam Hebdo","Frédérick Madore",2021-10-08,,,Français,"In Copyright",,,,87,12,https://web.archive.org/web/20230224064246/https://islamhebdonews.net/pdfdoc/journal/f_2_202110080616521633673812.pdf
10362,https://iwac.frederickmadore.com/s/afrique_ouest/item/10362,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10382,https://iwac.frederickmadore.com/files/original/ce526d1f6727622c11648b875b89e4655fb42de8.pdf,"Islam Hebdo #88",,,"Islam Hebdo","Frédérick Madore",2021-10-15,,,Français,"In Copyright",,,,88,12,https://web.archive.org/web/20230224064241/https://islamhebdonews.net/pdfdoc/journal/f_2_202110150624261634279066.pdf
10363,https://iwac.frederickmadore.com/s/afrique_ouest/item/10363,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10383,https://iwac.frederickmadore.com/files/original/63ef9ddfde02c5fee1b0c8c3514dd966d7175b48.pdf,"Islam Hebdo #89",,,"Islam Hebdo","Frédérick Madore",2021-10-22,,,Français,"In Copyright",,,,89,12,https://web.archive.org/web/20230224064237/https://islamhebdonews.net/pdfdoc/journal/f_2_202110220822321634890952.pdf
10364,https://iwac.frederickmadore.com/s/afrique_ouest/item/10364,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10384,https://iwac.frederickmadore.com/files/original/9cd3721da972f8506a66123b2c990ab730ff3785.pdf,"Islam Hebdo #90",,,"Islam Hebdo","Frédérick Madore",2021-10-29,,,Français,"In Copyright",,,,90,12,https://web.archive.org/web/20230224064334/https://islamhebdonews.net/pdfdoc/journal/f_2_202110291109201635505760.pdf
10365,https://iwac.frederickmadore.com/s/afrique_ouest/item/10365,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10385,https://iwac.frederickmadore.com/files/original/fb69d6f5781b0b67ecf5daa022abf3d79afa6992.pdf,"Islam Hebdo #91",,Avortement,"Islam Hebdo","Frédérick Madore",2021-11-05,,,Français,"In Copyright",,,,91,12,https://web.archive.org/web/20230224064341/https://islamhebdonews.net/pdfdoc/journal/f_2_202112100808141639123694.pdf
10386,https://iwac.frederickmadore.com/s/afrique_ouest/item/10386,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10406,https://iwac.frederickmadore.com/files/original/29ca0f12bdf6ad900acf5681e81e3c1b5d798bba.pdf,"Islam Hebdo #92",,,"Islam Hebdo","Frédérick Madore",2021-11-12,,,Français,"In Copyright",,,,92,12,https://web.archive.org/web/20230224062832/https://islamhebdonews.net/pdfdoc/journal/f_2_202112100812381639123958.pdf
10387,https://iwac.frederickmadore.com/s/afrique_ouest/item/10387,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10407,https://iwac.frederickmadore.com/files/original/a3e9060e785d391e47986c278ec0559d8224bb14.pdf,"Islam Hebdo #93",,,"Islam Hebdo","Frédérick Madore",2021-11-19,,,Français,"In Copyright",,,,93,12,https://web.archive.org/web/20230224062827/https://islamhebdonews.net/pdfdoc/journal/f_2_202112100815311639124131.pdf
10388,https://iwac.frederickmadore.com/s/afrique_ouest/item/10388,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10408,https://iwac.frederickmadore.com/files/original/d25397898f87922febc661506f72e830eed5e5d2.pdf,"Islam Hebdo #94",,,"Islam Hebdo","Frédérick Madore",2021-11-26,,,Français,"In Copyright",,,,94,12,https://web.archive.org/web/20230224063003/https://islamhebdonews.net/pdfdoc/journal/f_2_202112100819291639124369.pdf
10389,https://iwac.frederickmadore.com/s/afrique_ouest/item/10389,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10409,https://iwac.frederickmadore.com/files/original/99734f67c6b682372a3dc5eb1e3b31ce369073be.pdf,"Islam Hebdo #95",,,"Islam Hebdo","Frédérick Madore",2021-12-03,,,Français,"In Copyright",,,,95,12,https://web.archive.org/web/20230224062814/https://islamhebdonews.net/pdfdoc/journal/f_2_202112100822341639124554.pdf
10390,https://iwac.frederickmadore.com/s/afrique_ouest/item/10390,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10410,https://iwac.frederickmadore.com/files/original/cb9d0a69c7521521f77a437de9a511c4971876ec.pdf,"Islam Hebdo #96",,,"Islam Hebdo","Frédérick Madore",2021-12-10,,,Français,"In Copyright",,,,96,12,https://web.archive.org/web/20230224063110/https://islamhebdonews.net/pdfdoc/journal/f_2_202112100826171639124777.pdf
10391,https://iwac.frederickmadore.com/s/afrique_ouest/item/10391,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10411,https://iwac.frederickmadore.com/files/original/f03b413da3a95808a7e5520840bf2bff70a95f3e.pdf,"Islam Hebdo #97",,,"Islam Hebdo","Frédérick Madore",2021-12-17,,,Français,"In Copyright",,,,97,12,https://web.archive.org/web/20230224063112/https://islamhebdonews.net/pdfdoc/journal/f_2_202112170859121639731552.pdf
10392,https://iwac.frederickmadore.com/s/afrique_ouest/item/10392,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10412,https://iwac.frederickmadore.com/files/original/f726a52d6b12f7a1958ae3da47844ce5dcaef8ba.pdf,"Islam Hebdo #98",,,"Islam Hebdo","Frédérick Madore",2021-12-24,,,Français,"In Copyright",,,,98,12,https://web.archive.org/web/20230224062915/https://islamhebdonews.net/pdfdoc/journal/f_2_202112240647291640328449.pdf
10393,https://iwac.frederickmadore.com/s/afrique_ouest/item/10393,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10413,https://iwac.frederickmadore.com/files/original/901821375444ce3fca79a2e34ee484d044a24247.pdf,"Islam Hebdo #99",,,"Islam Hebdo","Frédérick Madore",2022-01-07,,,Français,"In Copyright",,,,99,12,https://web.archive.org/web/20230224062913/https://islamhebdonews.net/pdfdoc/journal/f_2_202201072019561641586796.pdf
10394,https://iwac.frederickmadore.com/s/afrique_ouest/item/10394,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10414,https://iwac.frederickmadore.com/files/original/e2b1d99ec0a178bacbce30a0fc363d292e0a5ca6.pdf,"Islam Hebdo #100",,,"Islam Hebdo","Frédérick Madore",2022-01-14,,,Français,"In Copyright",,,,100,12,https://web.archive.org/web/20230224062910/https://islamhebdonews.net/pdfdoc/journal/f_2_202201141245361642164336.pdf
10395,https://iwac.frederickmadore.com/s/afrique_ouest/item/10395,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10415,https://iwac.frederickmadore.com/files/original/59365ce5079a0d0119c1b6974cf72235ac4ba90c.pdf,"Islam Hebdo #101",,,"Islam Hebdo","Frédérick Madore",2022-01-21,,,Français,"In Copyright",,,,101,12,https://web.archive.org/web/20230224062907/https://islamhebdonews.net/pdfdoc/journal/f_2_202201210822101642753330.pdf
10396,https://iwac.frederickmadore.com/s/afrique_ouest/item/10396,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10416,https://iwac.frederickmadore.com/files/original/c7382d82f51d3e19708a559d1c7dad9d49535b5f.pdf,"Islam Hebdo #102",,,"Islam Hebdo","Frédérick Madore",2022-01-28,,,Français,"In Copyright",,,,102,12,https://web.archive.org/web/20230224062904/https://islamhebdonews.net/pdfdoc/journal/f_2_202201281305321643375132.pdf
10397,https://iwac.frederickmadore.com/s/afrique_ouest/item/10397,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10417,https://iwac.frederickmadore.com/files/original/ee633f4e3d0e6ab2d092e9b3e8ab93616e89e4f0.pdf,"Islam Hebdo #102",,,"Islam Hebdo","Frédérick Madore",2022-02-04,,,Français,"In Copyright",,,,102,12,https://web.archive.org/web/20230224062902/https://islamhebdonews.net/pdfdoc/journal/f_2_202202041437301643985450.pdf
10398,https://iwac.frederickmadore.com/s/afrique_ouest/item/10398,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10418,https://iwac.frederickmadore.com/files/original/a0995bbad8e7176dd67a88a02b05a4e03d7fad17.pdf,"Islam Hebdo #103",,,"Islam Hebdo","Frédérick Madore",2022-02-11,,,Français,"In Copyright",,,,103,12,https://web.archive.org/web/20230224063241/https://islamhebdonews.net/pdfdoc/journal/f_2_202202111005541644573954.pdf
10399,https://iwac.frederickmadore.com/s/afrique_ouest/item/10399,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10419,https://iwac.frederickmadore.com/files/original/34d41d97a7c881596e049d0632769c535afe4507.pdf,"Islam Hebdo #104",,,"Islam Hebdo","Frédérick Madore",2022-02-18,,,Français,"In Copyright",,,,104,12,https://web.archive.org/web/20230224063245/https://islamhebdonews.net/pdfdoc/journal/f_2_202202180722131645168933.pdf
10400,https://iwac.frederickmadore.com/s/afrique_ouest/item/10400,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10420,https://iwac.frederickmadore.com/files/original/ff2ad5768927aa661f4fc7b8c5e9e42189a58eef.pdf,"Islam Hebdo #105",,,"Islam Hebdo","Frédérick Madore",2022-02-25,,,Français,"In Copyright",,,,105,12,https://web.archive.org/web/20230224063414/https://islamhebdonews.net/pdfdoc/journal/f_2_202202251008341645783714.pdf
10401,https://iwac.frederickmadore.com/s/afrique_ouest/item/10401,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10421,https://iwac.frederickmadore.com/files/original/4861e43cc5728a1624939c8756815418e316d6c3.pdf,"Islam Hebdo #106",,,"Islam Hebdo","Frédérick Madore",2022-03-04,,,Français,"In Copyright",,,,106,12,https://web.archive.org/web/20230224063346/https://islamhebdonews.net/pdfdoc/journal/f_2_202203040650071646376607.pdf
10402,https://iwac.frederickmadore.com/s/afrique_ouest/item/10402,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10422,https://iwac.frederickmadore.com/files/original/f2395506b6dd01fd200fae38536778a9580a1b1f.pdf,"Islam Hebdo #109",,"Ahmed Yessoufou","Islam Hebdo","Frédérick Madore",2022-03-25,,,Français,"In Copyright",,,,109,12,https://web.archive.org/web/20230224062839/https://islamhebdonews.net/pdfdoc/journal/f_2_202203251601261648224086.pdf
10403,https://iwac.frederickmadore.com/s/afrique_ouest/item/10403,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,10223,,10423,https://iwac.frederickmadore.com/files/original/8721ea089355148b77f64e5e1a8155d7e8405c4a.pdf,"Islam Hebdo #108",,"Ahmed Yessoufou|NASFAT|UIB (Union Islamique du Bénin)","Islam Hebdo","Frédérick Madore",2022-03-18,,,Français,"In Copyright",,,,108,12,https://web.archive.org/web/20230224062839/https://islamhebdonews.net/pdfdoc/journal/f_2_202203251601261648224086.pdf
