o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:is_open,dcterms:title,dcterms:creator,dcterms:description,dcterms:contributor,dcterms:date,dcterms:identifier,dcterms:source,dcterms:language,dcterms:rights,dcterms:isReplacedBy,dcterms:replaces,dcterms:spatial,dcterms:rightsHolder
2190,https://iwac.frederickmadore.com/s/westafrica/item-set/2190,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"L’Evénement Précis",,"Métadonées d'articles provenant du journal L'Evénement Précis (2011-2023)|Metadata of articles from the newspaper L'Evénement Précis (2011-2023)","Frédérick Madore",2011/2023,"https://www.wikidata.org/wiki/Q107020918 Q107020918",,Français,"In Copyright",,,Bénin,
2191,https://iwac.frederickmadore.com/s/westafrica/item-set/2191,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,Fraternité,,"Métadonées d'articles provenant du journal Fraternité (2003-2023)|Metadata of articles from the newspaper Fraternité (2003-2023)","Frédérick Madore",2003/2023,"https://www.wikidata.org/wiki/Q118128339 Q118128339",,Français,"In Copyright",,,Bénin,Fraternité
2192,https://iwac.frederickmadore.com/s/westafrica/item-set/2192,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Photographies (Bénin)|Photographs (Benin)","Frédérick Madore","Photographies sur l'islam et les musulmans au Bénin|Photographs related to Islam and Muslims in Benin",,,,,,"In Copyright - Educational Use Permitted",,,Bénin,
2193,https://iwac.frederickmadore.com/s/westafrica/item-set/2193,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Références (Bénin)|References (Benin)",,"Livres, chapitres de livre, comptes rendus de livres, articles de revue, thèses, mémoires et rapports sur l'islam au Bénin|Books, book chapters, book reviews, journal articles, theses, dissertations, and reports on Islam in Benin","Frédérick Madore",,,,Allemand|Anglais|Français,"In Copyright - Educational Use Permitted",,,Bénin,
2194,https://iwac.frederickmadore.com/s/westafrica/item-set/2194,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"YouTube (Bénin)|YouTube (Benin)",,"Vidéos YouTube en lien avec l'islam et les musulmans au Bénin|YouTube videos about Islam and Muslims in Benin","Frédérick Madore",,,,Français,"In Copyright - Educational Use Permitted",,,Bénin,
2195,https://iwac.frederickmadore.com/s/westafrica/item-set/2195,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,ASSALAM,"Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Journal de l'Association Culturelle des Étudiants et Élèves Musulmans du Bénin (2002-2019)|Newspaper of the Association Culturelle des Étudiants et Élèves Musulmans du Bénin (2002-2019)","Frédérick Madore",2002-02/2019-05,"https://www.wikidata.org/wiki/Q119573392 Q119573392","Association Culturelle des Étudiants et Élèves Musulmans du Bénin",Français,"In Copyright - Educational Use Permitted",,,Bénin,"Association Culturelle des Étudiants et Élèves Musulmans du Bénin"
2196,https://iwac.frederickmadore.com/s/westafrica/item-set/2196,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"An-Nasr Trimestriel","Association des Élèves et Étudiants Musulmans au Burkina|COPRESS-AEEMB","""Bulletin trimestriel d'information et de formation de l'AEEMB"" publié depuis la fin des années 1990|""AEEMB's quarterly information and training newsletter"" published since the late 1990s","Frédérick Madore",2000/2017,"https://www.wikidata.org/wiki/Q114033809 Q114033809","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso","Cercle d'Études, de Recherches et de Formation Islamiques"
2197,https://iwac.frederickmadore.com/s/westafrica/item-set/2197,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Al Mawadda","Association Islamique d'Al Mawadda Burkina Faso","""Bimestriel d'information et de formation islamique"" publié par l'Association Islamique d'al Mawadda du Burkina (A.I.M.B.), une organisation chiite francophone|""Bimestriel d'information et de formation islamique"" published by the Association Islamique d'al Mawadda du Burkina (A.I.M.B.), a Francophone Shia organization","Frédérick Madore",2001/2010,"https://www.wikidata.org/wiki/Q114030636 Q114030636","Louis Audet Gosselin",Français,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,"Burkina Faso",
2198,https://iwac.frederickmadore.com/s/westafrica/item-set/2198,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"An-Nasr Vendredi","Association des Élèves et Étudiants Musulmans au Burkina|COPRESS-AEEMB","Bulletin hebdomadaire publié par l'AEEMB depuis 2004|Weekly bulletin published by the AEEMB since 2004","Frédérick Madore",2004/2020,"https://www.wikidata.org/wiki/Q114033925 Q114033925","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso","Association des Élèves et Étudiants Musulmans au Burkina"
2199,https://iwac.frederickmadore.com/s/westafrica/item-set/2199,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Burkina 24",,"Métadonées d'articles provenant du journal en ligne Burkina 24 (2011-2021)|Metadata of articles from the online newspaper Burkina 24 (2011-2021)","Frédérick Madore",2011/2021,"https://www.wikidata.org/wiki/Q2928499 Q2928499",,Français,"In Copyright",,,"Burkina Faso",
2200,https://iwac.frederickmadore.com/s/westafrica/item-set/2200,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Carrefour africain",,"Articles provenant du journal Carrefour africain (1962-1987)|Newspaper articles from Carrefour africain (1962-1987)","Frédérick Madore",1962/1987,"https://www.wikidata.org/wiki/Q27718764 Q27718764","Institut de Recherche pour le Développement|Bibliothèque du Congrès",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso",Sidwaya
2201,https://iwac.frederickmadore.com/s/westafrica/item-set/2201,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,Sidwaya,,"Articles provenant du journal Sidwaya (1984-2021)|Newspaper articles from Sidwaya (1984-2021)","Frédérick Madore",1984/2021,"https://www.wikidata.org/wiki/Q2282052 Q2282052","Institut de Recherche pour le Développement",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso",
2202,https://iwac.frederickmadore.com/s/westafrica/item-set/2202,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,L’Appel,,"""Bimestriel Islamique de Formation et d'Information Générales"". Cette publication est l'œuvre de militants et d'anciens militants de l'AEEMB et du CERFI, qui ont voulu aborder l'actualité religieuse, mais aussi politique nationale et internationale d'un point de vue d'intellectuels musulmans francophones dans un cadre qui se veut plus libre que celui offert par les publications associatives|""Islamic Bimonthly of Training and General Information"". This publication is the work of current and former activists of the AEEMB and the CERFI, who wanted to discuss religious news, but also national and international politics from the point of view of French-speaking Muslim intellectuals in a framework that is more open than the one offered by publications by Islamic associations","Frédérick Madore",1994/2000,"https://www.wikidata.org/wiki/Q114033874 Q114033874","Cercle d'Études, de Recherches et de Formation Islamiques",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso","Cercle d'Études, de Recherches et de Formation Islamiques"
2203,https://iwac.frederickmadore.com/s/westafrica/item-set/2203,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"L’Autre Regard",Rachid-production,"Mensuel d'informations islamiques et générales. Anciennement ""Le vrai visage de l'islam""|Monthly Islamic and general news magazine. Formerly ""Le vrai visage de l'islam""","Frédérick Madore",2015-05/2017-09,"https://www.wikidata.org/wiki/Q113584826 Q113584826",,Français,"In Copyright - Educational Use Permitted",,"Le vrai visage de l’islam","Burkina Faso",
2204,https://iwac.frederickmadore.com/s/westafrica/item-set/2204,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Le vrai visage de l’islam",Rachid-production,"Mensuel islamique d'information. Le journal a changé de nom pour L'Autre Regard à partir de 2015|Islamic monthly news magazine. The newspaper changed its name to L'Autre Regard in 2015","Frédérick Madore",2012-09/2014-12,"https://www.wikidata.org/wiki/Q113584804 Q113584804",,Français,"In Copyright - Educational Use Permitted","L’Autre Regard",,"Burkina Faso",
2205,https://iwac.frederickmadore.com/s/westafrica/item-set/2205,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"La Preuve",,"""Mensuel islamique d'informations générales"" publié par des membres actifs et anciens de l'AEEMB et du CERFI|""Mensuel islamique d'informations générales"" published by active and former AEEMB and CERFI activists","Louis Audet Gosselin",2007/2011,"https://www.wikidata.org/wiki/Q113864200 Q113864200",,Français,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,"Burkina Faso",
2206,https://iwac.frederickmadore.com/s/westafrica/item-set/2206,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Le CERFIste","Cercle d'Études, de Recherches et de Formation Islamiques","""Bimestriel d'information et de formation du Cercle d'Études, de Recherches et de Formation Islamiques"" lancé en 2006|""Bimonthly information and training of the Cercle d'Études, de Recherches et de Formation Islamiques"" launched in 2006","Frédérick Madore",2006/2010,"https://www.wikidata.org/wiki/Q113813222 Q113813222","Cercle d'Études, de Recherches et de Formation Islamiques",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso","Cercle d'Études, de Recherches et de Formation Islamiques"
2207,https://iwac.frederickmadore.com/s/westafrica/item-set/2207,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Le Pays",,"Articles provenant du journal Le Pays (1992-2021)|Newspaper articles from Le Pays (1992-2021)","Frédérick Madore",1992/2021,"https://www.wikidata.org/wiki/Q1810032 Q1810032","Institut de Recherche pour le Développement",Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso",
2209,https://iwac.frederickmadore.com/s/westafrica/item-set/2209,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,LeFaso.net,,"Métadonnées d'articles provenant du journal en ligne LeFaso.net (2004-2021)|Metadata of articles from the online newspaper LeFaso.net (2004-2021)","Frédérick Madore",2004/2021,"https://www.wikidata.org/wiki/Q21129743 Q21129743",,Français,"In Copyright",,,"Burkina Faso",
2210,https://iwac.frederickmadore.com/s/westafrica/item-set/2210,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,Mutations,,"Articles provenant du journal Mutations (2011-2014)|Newspaper articles from Mutations (2011-2014)","Frédérick Madore",2011/2014,"https://www.wikidata.org/wiki/Q117854439 Q117854439",,Français,"In Copyright - Educational Use Permitted",,,"Burkina Faso",
2211,https://iwac.frederickmadore.com/s/westafrica/item-set/2211,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Photographies (Burkina Faso)|Photographs (Burkina Faso)","Frédérick Madore","Photographies sur l'islam et les musulmans au Burkina Faso|Photographs related to Islam and Muslims in Burkina Faso",,,,,,"In Copyright - Educational Use Permitted",,,"Burkina Faso",
2212,https://iwac.frederickmadore.com/s/westafrica/item-set/2212,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Références (Burkina Faso)|References (Burkina Faso)",,"Livres, chapitres de livre, comptes rendus de livres, articles de revue, thèses, mémoires et rapports sur l'islam au Burkina Faso|Books, book chapters, book reviews, journal articles, theses, dissertations, and reports on Islam in Burkina Faso","Frédérick Madore",,,,Allemand|Anglais|Français|Italien|Slovène,"In Copyright - Educational Use Permitted",,,"Burkina Faso",
2213,https://iwac.frederickmadore.com/s/westafrica/item-set/2213,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"San Finna",,"Articles provenant du journal San Finna (2001-2010)|Newspaper articles from San Finna (2001-2010)","Frédérick Madore",2001/2010,"https://www.wikidata.org/wiki/Q117851281 Q117851281",,Français,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,"Burkina Faso",
2214,https://iwac.frederickmadore.com/s/westafrica/item-set/2214,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"L’Observateur Paalga",,"Articles provenant du journal L'Observateur Paalga (1991-2021)|Newspaper articles from L'Observateur Paalga (1991-2021)","Frédérick Madore",1991/2021,"https://www.wikidata.org/wiki/Q1880658 Q1880658",,Français,"In Copyright - Educational Use Permitted",,L’Observateur,"Burkina Faso","L’Observateur Paalga"
2215,https://iwac.frederickmadore.com/s/westafrica/item-set/2215,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,L’Observateur,,"Articles provenant du journal L'Observateur (1979-1984)|Newspaper articles from L'Observateur (1979-1984)","Frédérick Madore",1979/1984,"https://www.wikidata.org/wiki/Q113799970 Q113799970","Institut de Recherche pour le Développement",Français,"In Copyright - Educational Use Permitted","L’Observateur Paalga",,"Burkina Faso","L’Observateur Paalga"
2216,https://iwac.frederickmadore.com/s/westafrica/item-set/2216,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Photographies (Côte d’Ivoire)|Photographs (Côte d’Ivoire)","Frédérick Madore","Photographies sur l'islam et les musulmans en Côte d'Ivoire|Photographs related to Islam and Muslims in Côte d'Ivoire",,,,,,"In Copyright - Educational Use Permitted",,,"Côte d'Ivoire",
2217,https://iwac.frederickmadore.com/s/westafrica/item-set/2217,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Références (Côte d’Ivoire)|References (Côte d’Ivoire)",,"Livres, chapitres de livre, articles de revue, thèses et mémoires sur l'islam en Côte d'Ivoire|Books, book chapters, journal articles, theses and dissertations on Islam in Côte d'Ivoire","Frédérick Madore",,,,Anglais|Français,"In Copyright - Educational Use Permitted",,,"Côte d'Ivoire",
2218,https://iwac.frederickmadore.com/s/westafrica/item-set/2218,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Al Maoulid Magazine",,"""Périodique islamique d'information et de réflexion paraissant à l'occasion des fêtes du Maoulid à Kiota""|""Islamic magazine for information and reflection, published on the occasion of the Maoulid celebrations in Kiota""","Frédérick Madore",2006-04-10/2010-02-26,"https://www.wikidata.org/wiki/Q122839781 Q122839781","Abdoulaye Sounaye",Français,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,Niger,
2219,https://iwac.frederickmadore.com/s/westafrica/item-set/2219,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Al Maoulid Magazine (arabe)",,"Version arabe du ""Périodique islamique d'information et de réflexion paraissant à l'occasion des fêtes du Maoulid à Kiota""|Arabic version of the ""Islamic periodical for information and reflection published on the occasion of the Maoulid celebrations in Kiota""","Frédérick Madore",2008/2010,,"Abdoulaye Sounaye",Arabe,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,Niger,
2220,https://iwac.frederickmadore.com/s/westafrica/item-set/2220,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Photographies (Niger)|Photographs (Niger)","Frédérick Madore","Photographies (Niger)|Photographs (Niger)",,,,,,"In Copyright - Educational Use Permitted",,,Niger,
2222,https://iwac.frederickmadore.com/s/westafrica/item-set/2222,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Références (Niger)|References (Niger)",,"Livres, chapitres de livre, comptes rendus de livres, articles de revue, thèses, mémoires et rapports sur l'islam au Niger|Books, book chapters, book reviews, journal articles, theses, dissertations, and reports on Islam in Niger","Frédérick Madore|Vincent Favier",,,,Allemand|Anglais|Français,"In Copyright - Educational Use Permitted",,,Niger,
2223,https://iwac.frederickmadore.com/s/westafrica/item-set/2223,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Al Maoulid Info",,"""Bimensuel islamique satirique d'information et de réflexion""|""Satirical Islamic bimonthly for information and reflection""","Frédérick Madore",2007-06-19/2008-12,"https://www.wikidata.org/wiki/Q122839759 Q122839759","Abdoulaye Sounaye",Français,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,Niger,
2225,https://iwac.frederickmadore.com/s/westafrica/item-set/2225,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Références (Nigéria)|References (Nigeria)",,"Livres, chapitres de livre, comptes rendus de livres, articles de revue, thèses, mémoires et rapports sur l'islam au Nigeria|Books, book chapters, book reviews, journal articles, theses, dissertations, and reports on Islam in Nigeria","Frédérick Madore|Vincent Favier",,,,Anglais|Français,"In Copyright - Educational Use Permitted",,,Nigéria,
2226,https://iwac.frederickmadore.com/s/westafrica/item-set/2226,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Le Pacific",,"Trimestriel d'informations et de sensibilisation|Quarterly information and awareness magazine","Frédérick Madore",2015/2018,"https://www.wikidata.org/wiki/Q116745414 Q116745414","Moitapari Kouko",Français,"In Copyright - Educational Use Permitted",,,Togo,"Moitapari Kouko"
2227,https://iwac.frederickmadore.com/s/westafrica/item-set/2227,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Photographies (Togo)|Photographs (Togo)","Frédérick Madore","Photographies sur l'islam et les musulmans au Togo|Photographs related to Islam and Muslims in Togo",,,,,,"In Copyright - Educational Use Permitted",,,Togo,
2228,https://iwac.frederickmadore.com/s/westafrica/item-set/2228,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Références (Togo)|References (Togo)",,"Livres, chapitres de livre, articles de revue, thèses et mémoires sur l'islam au Togo|Books, book chapters, journal articles, theses and dissertations on Islam in Togo","Frédérick Madore",,,,Allemand|Anglais|Français,"In Copyright - Educational Use Permitted",,,Togo,
4922,https://iwac.frederickmadore.com/s/westafrica/item-set/4922,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"La Nouvelle Tribune",,"Métadonnées d'articles provenant du journal La Nouvelle Tribune (2011-2023)|Metadata of articles from the newspaper La Nouvelle Tribune (2011-2023)","Frédérick Madore",2011/2023,"https://www.wikidata.org/wiki/Q3211145 Q3211145",,Français,"In Copyright",,,Bénin,
5500,https://iwac.frederickmadore.com/s/westafrica/item-set/5500,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Matin Libre",,"Métadonnées d'articles provenant du journal Matin Libre (2015-2023)|Metadata of articles from the newspaper Matin Libre (2015-2023)","Frédérick Madore",2015/2023,"https://www.wikidata.org/wiki/Q107020904 Q107020904",,Français,"In Copyright",,,Bénin,
5501,https://iwac.frederickmadore.com/s/westafrica/item-set/5501,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Le Matinal",,"Métadonnées d'articles provenant du journal Le Matinal (2013-2021)|Metadata of articles from the newspaper Le Matinal (2013-2021)","Frédérick Madore",2013/2021,"https://www.wikidata.org/wiki/Q79644823 Q79644823",,Français,"In Copyright",,,Bénin,
5502,https://iwac.frederickmadore.com/s/westafrica/item-set/5502,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Bénin Intelligent",,"Métadonnées d'articles provenant du journal Bénin Intelligent (2019-2023)|Metadata of articles from the newspaper Bénin Intelligent (2019-2023)","Frédérick Madore",2019/2023,"https://www.wikidata.org/wiki/Q124466726 Q124466726",,Français,"In Copyright",,,Bénin,
9458,https://iwac.frederickmadore.com/s/westafrica/item-set/9458,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Courrier du Golfe",,"Articles provenant du journal Courrier du Golfe (1991-1992)|Newspaper articles from Courrier du Golfe (1991-1992)","Frédérick Madore",1991/1992,"https://www.wikidata.org/wiki/Q124048781 Q124048781","Bibliothèque nationale du Togo",,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",,,Togo,
10223,https://iwac.frederickmadore.com/s/westafrica/item-set/10223,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Islam Hebdo",,"Métadonnées du journal islamique Islam Hebdo (2020-2023)|Metadata from the Islamic newspaper Islam Hebdo (2020-2023)","Frédérick Madore",2020/2023,"https://www.wikidata.org/wiki/Q119886991 Q119886991",,Français,"In Copyright",,,Bénin,
10305,https://iwac.frederickmadore.com/s/westafrica/item-set/10305,"Item set",dctype:Collection,frederick_madore@outlook.com,true,false,"Documents divers|Miscellaneous documents",,"Documents d'archive divers|Various archival documents","Frédérick Madore|Louis Audet Gosselin",,,,Français,"In Copyright - Educational Use Permitted",,,"Bénin|Burkina Faso",
